Left,Right
55,48
33,80
7,105
29,144
74,21
135,55
33,73
17,51
135,43
9,22
79,40
102,104
140,89
84,132
107,95
14,12
3,15
126,39
127,30
104,128
86,140
88,43
122,134
59,123
47,141
13,146
11,40
92,19
6,80
127,131
26,34
68,13
82,4
144,143
112,92
101,6
57,88
25,94
98,40
85,63
23,62
62,66
95,9
15,124
1,54
1,80
113,65
26,1
43,127
29,55
14,8
118,112
128,39
115,111
64,30
57,117
48,114
135,100
112,25
74,93
120,90
149,70
138,40
148,108
114,20
50,94
119,83
22,35
53,133
99,128
133,32
45,13
129,49
140,121
66,31
27,67
1,45
3,79
48,80
40,78
141,105
103,93
146,119
109,131
89,27
37,131
87,24
27,141
143,70
86,135
132,12
121,55
139,109
34,104
131,139
149,4
43,101
115,54
135,61
29,77
129,45
103,145
133,90
7,85
122,141
96,88
135,32
127,116
142,52
47,114
118,121
38,24
53,17
34,53
59,74
19,88
99,2
94,81
41,5
103,67
63,83
106,134
46,4
74,124
47,10
140,68
100,135
83,94
149,96
23,56
63,16
23,116
113,41
113,147
124,69
113,57
11,132
95,83
38,65
45,50
66,97
118,35
71,131
109,143
111,94
10,63
51,10
77,105
15,101
38,23
91,47
128,74
35,93
13,31
23,92
24,10
54,73
25,102
148,52
90,67
46,100
43,132
12,79
25,34
10,98
141,133
24,63
16,20
22,149
34,68
106,82
5,67
54,18
15,33
26,53
2,21
82,116
59,5
76,129
111,44
74,88
133,93
10,52
105,123
101,63
34,18
86,35
95,88
99,84
13,116
65,50
64,18
121,132
126,121
31,7
134,80
9,35
77,104
65,21
129,130
138,8
86,100
127,56
108,91
36,104
21,58
81,110
96,54
96,102
111,27
54,72
31,62
133,36
65,41
82,87
113,60
101,55
133,125
136,52
59,46
115,101
61,146
33,111
30,116
17,64
23,39
28,73
5,44
92,121
137,79
14,132
77,134
19,38
94,128
149,114
103,74
43,149
32,20
93,149
81,118
148,6
113,61
11,33
124,60
7,44
26,16
2,148
31,35
60,50
38,7
132,101
103,47
108,23
62,118
36,140
128,103
28,67
48,108
144,69
36,108
28,106
82,55
50,123
34,55
93,115
7,87
37,79
44,72
36,133
28,79
142,38
135,1
101,116
36,87
54,55
16,86
148,120
10,57
8,44
142,22
130,41
107,128
92,98
104,47
145,109
104,135
72,40
3,2
94,5
27,8
36,82
77,45
11,100
119,54
100,30
62,31
53,12
139,121
113,133
53,143
126,105
7,15
81,123
39,122
126,6
135,5
70,105
142,95
57,63
64,85
140,127
43,37
91,147
10,9
24,4
34,16
42,4
119,110
101,43
100,96
6,74
56,111
66,129
114,80
134,100
33,10
99,8
91,55
129,102
118,57
126,69
34,43
74,47
126,95
69,8
70,63
70,18
78,22
126,147
39,10
12,117
29,138
42,121
23,82
109,30
1,92
82,17
72,55
110,25
107,94
126,40
51,65
61,133
137,100
41,138
141,115
135,72
81,73
143,140
117,80
119,6
93,109
40,130
52,123
71,19
140,91
30,144
21,66
4,28
73,142
51,1
9,105
51,77
76,46
72,120
47,60
112,35
13,10
44,26
111,51
47,88
93,43
123,11
22,137
115,109
112,53
105,79
80,79
7,90
25,103
135,10
88,95
120,80
24,47
85,89
113,47
85,6
82,27
64,34
33,7
122,58
19,127
88,41
53,91
80,3
6,89
5,140
98,131
21,76
142,125
15,46
103,92
6,38
2,83
94,43
107,37
22,115
55,21
14,24
15,136
6,15
71,69
17,134
110,80
143,47
40,49
82,85
73,112
43,5
3,33
43,140
113,51
131,13
81,12
110,76
118,55
119,8
82,68
141,39
89,128
16,12
92,142
69,84
71,120
148,127
21,29
68,93
116,56
78,143
31,139
22,65
121,29
39,92
83,141
37,90
95,132
105,109
11,110
65,74
113,31
72,2
90,126
71,90
82,28
143,45
88,131
16,91
37,117
19,20
7,81
120,61
55,49
91,141
9,43
118,7
34,141
101,107
117,139
52,46
124,26
63,69
125,92
64,103
36,15
63,30
116,134
91,102
103,54
131,38
90,5
56,91
85,142
117,69
67,99
72,37
52,142
12,32
103,10
1,101
65,121
101,111
16,111
95,4
131,47
58,47
126,58
45,1
125,63
46,125
9,109
87,40
38,27
116,54
25,86
93,137
55,121
2,31
133,42
72,12
55,47
103,5
54,101
146,114
66,112
111,105
8,30
86,147
100,42
53,27
64,38
121,118
100,49
41,109
135,81
113,71
135,144
17,148
46,148
139,97
38,81
112,75
73,45
86,73
126,27
142,129
32,114
55,77
42,72
70,85
91,123
108,109
43,102
147,146
39,112
114,113
95,125
143,138
102,44
39,142
79,74
4,56
35,78
143,14
89,111
66,124
126,43
103,110
83,74
22,100
16,23
113,139
99,80
92,25
116,122
50,133
126,65
101,58
50,69
117,66
40,66
38,83
53,68
107,41
50,15
67,33
118,134
45,104
120,36
61,44
113,77
96,92
103,42
139,122
96,36
41,4
23,121
144,119
144,14
125,129
36,132
130,30
95,89
57,53
93,52
13,5
18,82
108,146
87,133
55,80
13,26
58,36
21,25
6,16
118,103
85,36
42,41
127,130
54,59
102,18
131,92
134,19
25,27
4,21
141,104
54,128
77,70
79,88
117,42
84,40
51,114
94,57
37,140
132,76
79,148
36,114
141,95
28,142
41,148
30,149
93,70
66,51
66,25
62,45
60,22
147,64
29,143
6,5
5,89
41,93
98,96
89,28
47,64
77,38
70,59
59,64
113,80
119,42
59,97
125,3
50,101
53,76
61,21
108,147
60,82
48,40
37,34
129,86
68,11
92,9
120,124
40,131
6,115
98,145
133,12
129,37
43,114
71,57
144,40
131,130
79,3
26,80
73,1
44,142
37,67
57,77
72,97
61,38
43,148
9,137
65,119
73,77
78,116
101,22
129,8
97,111
85,144
109,6
123,78
42,62
103,80
64,112
42,16
85,82
80,107
6,140
110,68
46,21
95,62
47,122
89,54
86,61
149,109
63,107
121,27
90,118
13,108
37,132
111,146
133,49
122,75
15,123
62,61
133,115
12,51
128,17
107,70
105,117
38,87
105,21
95,26
53,121
37,57
128,25
53,66
133,25
23,132
109,87
3,110
52,119
145,58
95,147
138,46
126,62
146,26
115,46
5,74
134,128
118,10
78,81
135,83
126,127
45,5
110,103
19,6
36,68
147,79
104,55
100,105
68,41
57,72
114,87
34,138
57,126
77,56
117,17
109,36
105,23
1,86
14,47
111,77
7,68
37,15
102,26
20,118
27,45
144,1
16,78
82,95
143,23
6,83
34,12
49,111
58,107
77,42
29,71
43,146
133,121
130,63
140,38
89,106
29,48
128,3
9,17
144,45
104,101
48,63
77,131
143,11
102,43
26,123
126,80
120,15
51,31
39,51
20,87
51,130
3,146
2,78
129,73
101,54
147,144
96,15
27,40
138,4
148,37
46,27
137,98
111,34
31,117
7,136
9,77
89,83
108,19
86,40
102,112
20,104
8,127
65,123
37,111
33,16
40,126
9,78
128,100
136,101
33,124
44,99
136,90
82,148
52,124
33,92
61,112
81,125
124,48
110,142
44,135
96,111
85,96
121,94
106,80
96,21
103,21
55,84
101,114
36,11
111,78
56,44
55,36
118,80
132,44
127,135
60,100
25,116
123,13
60,107
59,86
31,118
60,136
39,38
3,95
52,57
15,106
10,25
120,4
7,50
144,49
21,89
69,42
64,9
25,61
56,52
129,70
52,105
42,19
125,105
23,117
16,33
101,62
141,79
114,136
99,56
73,136
83,68
80,70
21,33
78,16
80,18
121,125
105,143
140,49
113,58
127,115
74,37
11,25
17,114
102,83
96,147
59,127
38,84
98,64
110,87
115,30
139,143
17,2
54,86
33,5
116,88
121,16
34,143
50,14
15,41
49,87
53,65
66,142
140,22
132,69
27,143
127,65
6,77
14,71
110,136
49,11
47,109
100,138
140,107
9,76
91,45
62,129
10,38
7,47
142,83
120,23
4,113
67,143
93,72
132,87
36,37
146,93
5,132
78,25
80,101
37,17
137,4
11,129
144,106
135,66
143,38
17,71
139,138
2,33
10,64
110,27
27,15
16,140
40,68
37,85
106,27
70,41
89,46
123,47
87,148
50,90
135,138
49,129
10,54
138,141
20,88
60,76
113,101
133,108
125,44
110,139
43,105
91,25
113,43
58,29
144,73
60,91
124,141
114,149
114,137
129,83
106,75
125,81
60,139
106,4
140,75
138,86
98,148
59,47
81,59
100,7
87,102
39,63
126,103
27,147
84,89
45,122
83,99
54,145
51,40
56,117
69,122
114,132
11,95
125,7
33,136
128,29
38,26
129,97
75,114
47,54
11,50
129,146
109,23
73,80
114,24
30,102
17,55
70,106
33,61
53,101
33,1
132,67
109,7
137,25
33,135
59,61
121,82
99,75
73,59
126,90
9,131
25,16
143,18
135,3
102,71
104,125
20,133
71,142
142,70
126,45
43,35
106,37
56,149
94,64
68,67
132,16
18,39
27,63
51,93
138,131
107,97
38,72
79,103
21,84
80,117
94,35
90,20
41,52
67,22
40,59
118,65
141,52
32,11
138,122
59,89
54,129
132,55
139,50
57,8
129,115
88,26
68,149
72,70
84,102
40,31
116,108
11,56
113,116
12,44
59,28
85,65
77,123
71,54
40,127
106,38
6,146
40,137
78,14
33,93
145,147
126,113
43,72
67,136
21,130
47,5
126,52
41,51
59,26
111,41
18,134
135,146
79,136
30,48
7,20
124,142
43,10
74,42
84,35
110,54
131,104
137,82
16,13
127,48
18,53
12,70
76,81
146,129
6,111
78,23
51,35
88,123
31,130
3,58
83,110
13,140
130,43
87,127
129,3
14,138
23,83
47,59
76,61
122,59
4,90
145,133
15,139
7,48
42,64
128,124
76,2
94,90
130,64
9,8
67,38
14,79
78,17
73,92
15,1
82,107
40,89
99,15
29,59
30,106
61,124
22,52
56,60
114,5
33,85
95,144
29,83
60,141
47,86
59,92
93,119
67,65
43,39
68,78
81,58
84,125
112,95
137,2
24,122
31,108
119,77
26,17
114,46
69,95
10,68
80,22
78,135
49,9
45,8
149,45
13,97
109,12
146,109
59,125
73,11
32,43
55,71
97,74
12,112
55,53
108,30
10,79
39,12
125,41
130,33
149,33
99,51
94,2
94,140
96,61
123,140
147,85
143,132
65,83
138,102
3,112
125,144
90,130
52,76
40,77
126,141
63,135
68,89
110,113
116,79
8,45
75,130
125,121
86,54
35,89
18,106
49,19
95,87
111,56
60,15
112,31
133,13
96,6
73,141
146,60
17,117
46,89
5,7
24,120
147,62
7,52
19,119
111,100
60,14
99,53
89,79
112,12
10,105
52,2
83,129
99,131
56,95
29,113
129,23
91,28
14,72
91,85
131,42
54,46
124,40
68,37
15,61
68,127
129,74
84,108
135,70
72,147
16,57
1,19
15,118
107,66
148,54
147,2
85,9
90,115
112,51
122,130
131,36
132,116
138,1
71,33
104,23
112,104
117,36
140,5
72,84
145,6
104,19
111,18
11,98
116,117
127,99
44,38
97,140
28,31
52,35
56,41
43,50
25,138
95,75
106,22
19,76
98,11
31,70
136,45
5,122
30,104
1,112
71,2
3,107
21,12
149,142
64,86
114,64
62,148
9,63
126,100
36,120
70,89
106,1
30,31
14,6
89,93
87,72
73,18
101,91
96,131
122,100
20,95
86,36
52,140
95,77
83,138
25,89
129,124
63,72
114,139
136,2
58,142
21,35
112,97
64,20
27,129
130,116
133,4
126,130
16,36
61,39
37,40
41,127
25,60
38,97
51,71
86,22
98,32
18,131
20,148
29,109
12,37
41,78
5,85
21,9
146,20
91,83
112,13
75,101
24,74
75,145
130,98
101,112
36,6
55,26
65,92
20,82
113,105
60,114
32,29
19,46
143,91
54,144
110,64
3,44
96,113
34,148
112,11
83,34
109,60
63,138
133,37
72,134
62,50
115,104
96,67
37,107
121,13
145,65
68,50
66,36
127,88
29,58
108,136
82,53
48,133
91,122
54,147
87,45
95,85
115,83
12,45
130,39
49,105
110,4
78,67
42,73
85,34
45,23
142,88
15,63
68,75
54,133
88,7
127,76
38,30
70,14
14,110
23,72
47,136
20,105
149,128
114,62
118,113
83,119
112,32
134,118
54,79
131,146
40,107
136,72
128,19
149,82
92,114
15,114
90,101
72,33
2,123
66,32
48,98
92,133
24,79
60,143
14,144
116,65
140,46
105,11
142,143
61,134
126,88
37,87
39,56
92,82
63,9
76,145
137,114
58,133
98,101
53,92
59,69
105,46
101,67
106,11
106,2
32,147
145,124
139,60
90,48
83,93
28,17
137,19
48,87
69,16
62,59
40,93
130,40
91,49
131,9
93,73
65,40
145,21
78,118
147,65
1,34
89,94
8,57
116,59
79,143
125,108
80,108
34,25
25,69
131,144
48,102
93,96
26,6
69,110
33,70
121,63
108,130
113,118
119,70
143,99
145,13
18,9
18,127
17,24
64,125
100,28
22,127
110,70
9,136
17,43
33,101
26,121
106,95
10,18
1,136
80,106
43,66
49,46
16,89
70,109
126,102
131,56
114,16
83,116
87,16
31,33
109,3
74,104
28,114
80,115
7,13
86,110
129,69
53,136
54,64
79,16
19,5
94,17
17,3
69,46
27,68
106,124
2,102
21,93
25,63
118,32
37,20
109,124
9,144
114,93
36,43
26,71
74,148
84,142
86,48
4,35
43,119
72,50
138,3
126,37
96,43
61,139
16,11
25,75
39,78
12,88
116,62
50,114
119,61
109,120
135,74
45,31
38,49
62,150
120,73
53,40
47,115
86,45
116,35
81,69
104,91
113,67
61,127
123,10
15,140
69,130
58,17
7,139
1,143
75,141
106,140
66,127
138,37
14,96
51,41
121,92
92,85
75,102
8,52
69,61
21,100
27,44
126,54
129,50
33,115
5,146
63,117
138,144
79,92
139,79
19,90
79,44
126,61
81,31
38,94
7,118
5,128
4,124
84,53
18,48
76,73
29,110
111,53
79,93
20,139
85,86
130,149
112,83
107,8
43,106
112,42
4,74
69,109
72,67
2,135
80,45
8,131
89,48
54,124
140,36
12,14
65,42
140,117
12,99
144,116
48,26
115,95
14,75
53,31
122,131
145,90
54,4
122,54
16,8
72,111
10,24
15,51
21,44
144,13
36,81
126,47
56,29
70,2
113,50
48,3
134,65
17,57
76,62
22,50
64,115
33,122
2,44
4,69
130,122
16,31
77,57
35,37
92,144
98,71
8,81
115,67
14,84
54,11
30,4
113,32
8,36
113,88
64,105
114,97
138,7
4,145
22,79
72,26
105,92
102,40
2,27
70,117
111,107
34,123
50,145
100,89
108,86
132,26
20,120
121,99
84,29
139,38
59,12
41,61
57,23
39,84
147,121
81,1
122,102
132,145
78,32
35,44
56,64
23,129
43,104
51,140
128,117
69,43
92,75
27,13
21,95
106,144
2,137
83,4
22,15
131,72
25,18
74,15
126,78
148,92
21,39
129,114
118,88
61,8
53,118
50,62
18,142
74,138
125,88
83,82
44,83
135,8
114,121
14,68
81,82
135,37
146,100
22,84
100,117
113,145
131,85
95,79
38,98
27,110
120,69
27,132
114,41
50,31
56,86
96,142
135,99
105,81
145,93
138,83
106,143
82,64
147,23
138,112
100,95
18,24
63,119
141,101
55,22
123,144
35,32
19,39
108,49
146,128
100,116
67,91
90,137
132,4
134,109
15,77
16,28
136,25
21,75
53,30
76,120
79,59
144,93
24,6
66,125
16,123
25,68
126,123
86,58
3,96
117,30
66,2
91,4
130,54
91,23
15,24
24,147
29,4
121,56
86,114
79,122
117,23
125,22
55,59
35,80
75,105
14,7
68,3
109,74
49,20
58,88
47,125
104,78
35,66
125,110
98,99
95,19
111,42
65,91
51,42
145,89
130,66
123,41
98,133
46,13
14,128
72,44
84,65
130,112
81,111
1,43
75,45
149,64
99,148
56,136
48,118
138,51
98,18
55,99
59,107
105,43
147,36
14,142
1,24
3,74
54,43
68,126
148,19
29,11
6,91
40,51
7,126
73,56
24,42
75,37
92,73
67,137
128,14
127,139
56,20
60,59
126,92
49,107
107,78
44,131
86,134
36,88
41,23
101,129
88,119
32,33
88,100
71,44
19,84
104,62
10,11
103,7
46,98
66,136
102,15
120,93
25,30
97,131
137,63
116,63
19,30
83,44
81,143
105,128
29,119
125,17
139,141
60,109
130,70
123,65
89,78
44,40
50,36
13,61
42,11
79,47
141,60
41,1
52,58
30,34
51,124
37,72
17,116
57,19
122,128
79,34
135,103
100,133
6,100
87,122
85,80
38,33
76,36
3,41
114,120
8,43
87,51
35,127
37,99
52,129
67,4
132,144
44,21
34,65
32,31
106,36
29,130
109,112
75,40
92,60
142,16
92,13
102,126
80,88
75,77
86,117
2,68
11,112
64,75
10,39
65,105
9,118
108,80
125,10
90,32
67,32
35,144
1,145
30,68
50,28
7,103
136,10
139,77
48,99
136,50
53,11
13,59
73,82
42,15
98,57
85,83
75,38
59,30
141,68
15,23
137,96
54,53
61,59
23,63
34,82
90,104
75,2
105,19
143,17
129,33
70,75
65,79
107,71
19,96
69,108
1,107
92,147
71,29
70,135
126,122
137,23
54,110
81,45
13,15
3,26
35,143
56,53
79,15
89,105
126,114
107,126
45,97
81,21
88,113
44,41
18,116
26,72
10,89
85,139
12,86
124,28
59,109
44,62
32,140
96,117
69,24
19,50
108,83
120,77
127,8
91,32
45,144
61,28
142,85
127,18
24,107
101,20
124,145
38,14
47,91
78,96
117,5
48,13
92,6
104,9
140,61
111,12
111,45
114,58
68,81
13,35
60,115
6,144
41,104
59,142
113,53
19,87
81,65
101,44
7,142
104,5
52,31
50,140
66,100
21,74
2,140
139,30
45,77
127,29
111,128
124,12
118,46
92,89
25,136
118,43
128,148
49,101
88,109
92,69
125,104
75,23
23,47
74,20
4,85
77,144
43,62
65,114
61,131
104,113
24,9
13,98
90,128
125,102
127,98
145,108
71,45
12,71
17,42
66,54
85,134
86,85
100,86
121,5
5,91
2,120
30,52
134,47
136,120
83,75
95,108
97,88
21,60
143,71
131,37
72,39
8,74
44,128
33,104
3,53
108,123
57,99
146,40
33,88
10,77
88,90
123,27
131,120
19,117
9,38
35,58
67,113
22,129
85,13
141,112
52,94
43,67
31,107
103,81
145,103
92,40
118,137
117,115
134,30
110,124
59,132
32,14
53,108
22,110
112,93
109,55
64,58
142,64
87,119
78,132
20,21
76,71
135,28
27,85
4,1
95,111
115,103
137,93
141,134
120,145
116,132
27,66
29,140
138,70
100,78
49,114
33,14
131,71
66,39
119,21
56,19
40,67
107,101
67,107
42,33
50,29
140,47
11,149
35,34
69,40
7,134
1,93
110,101
148,32
46,58
4,129
96,62
132,82
135,2
112,96
29,20
8,54
141,128
95,124
11,117
78,138
60,5
3,121
113,68
74,145
136,5
82,6
90,12
34,75
19,143
132,11
47,142
99,105
24,1
30,86
58,52
2,91
60,66
128,21
106,121
122,78
63,129
14,73
106,108
64,72
22,46
59,95
65,103
51,146
35,133
39,57
93,58
9,24
21,5
26,36
5,104
92,77
37,12
117,122
60,34
58,96
142,73
40,124
60,3
9,72
139,130
118,76
15,79
13,48
124,89
76,106
94,122
68,18
23,79
32,66
88,11
105,6
72,110
113,129
56,130
134,133
122,65
112,94
63,12
68,80
69,34
67,96
145,115
130,107
143,100
12,29
48,95
9,31
58,108
106,62
24,115
70,131
78,105
51,18
110,149
9,84
128,27
51,78
55,96
113,4
61,13
12,111
116,9
109,35
21,64
95,11
141,90
89,26
79,149
102,49
95,23
91,94
110,128
92,7
144,120
90,140
10,58
5,99
94,29
115,144
99,39
85,125
135,107
118,149
129,1
21,16
23,58
36,34
64,46
55,78
1,103
50,41
115,35
9,15
40,17
54,89
74,102
19,13
6,70
12,40
19,116
47,138
7,122
45,148
100,52
72,74
58,117
115,43
141,114
4,11
101,106
11,94
4,118
42,103
58,37
95,68
14,54
146,124
35,149
48,60
7,107
50,82
125,74
140,114
68,23
69,12
81,34
129,14
76,118
66,96
46,138
125,20
48,19
81,84
140,149
35,12
10,110
137,120
63,79
4,27
33,68
126,2
98,54
4,106
83,113
149,53
134,102
135,109
140,10
104,129
147,30
94,95
46,139
134,68
142,105
101,30
50,74
91,121
120,105
32,2
33,44
22,64
17,8
45,14
111,6
69,31
56,5
2,147
147,32
35,75
120,137
53,115
59,146
106,3
122,79
88,120
10,118
83,13
121,47
83,134
45,38
36,62
127,36
81,56
111,54
103,85
123,109
90,16
32,16
95,10
141,142
121,98
28,95
102,91
34,126
63,101
145,106
12,123
136,56
11,85
61,31
35,116
139,46
102,38
78,124
104,11
6,28
142,130
97,9
103,106
127,81
44,107
89,99
51,66
97,122
136,59
42,23
129,35
5,88
15,126
62,17
27,22
121,76
99,103
29,116
41,43
76,126
37,103
2,11
82,131
10,67
58,59
75,25
31,110
55,140
139,7
9,90
130,38
39,82
45,6
148,133
92,17
127,111
69,148
29,25
60,83
13,95
63,48
58,136
43,133
15,81
29,142
138,130
68,107
31,30
112,74
64,147
120,121
3,66
97,121
28,103
22,118
133,78
66,148
117,8
67,56
6,49
100,118
113,112
65,54
27,142
136,119
128,114
55,136
56,127
130,49
123,26
95,45
83,47
89,1
23,12
10,2
26,68
79,108
1,77
25,82
11,104
2,70
145,29
103,98
142,42
17,37
77,106
31,10
46,24
128,6
149,42
60,88
6,142
138,59
92,21
81,62
131,15
31,91
55,106
105,15
80,13
53,14
6,51
44,3
92,138
69,53
30,98
78,77
130,82
38,122
39,130
122,62
100,131
133,52
66,17
94,107
35,62
16,3
73,134
115,146
46,47
111,37
44,36
95,2
110,62
21,69
53,109
27,42
44,133
45,78
94,55
82,103
77,86
35,110
24,139
136,85
117,13
114,32
134,89
52,81
90,127
91,12
109,21
16,29
142,55
10,76
92,56
17,144
15,3
124,55
124,43
45,142
58,44
23,110
111,102
55,109
69,81
23,9
26,85
63,46
138,66
145,105
56,119
142,124
93,23
107,53
82,37
59,105
93,148
84,72
19,120
73,9
88,17
4,97
78,57
18,140
4,146
58,134
39,34
134,84
25,23
84,4
132,100
6,56
47,73
21,10
90,41
142,103
81,61
58,109
54,140
95,1
147,16
25,110
121,71
88,65
147,20
31,92
88,81
95,52
26,52
147,49
103,114
7,91
92,8
8,125
58,41
77,140
124,112
35,47
96,24
24,124
7,42
74,18
83,103
75,55
23,75
11,51
45,100
40,90
35,102
76,122
46,51
130,148
26,109
124,140
75,30
92,112
8,29
70,78
134,150
142,37
117,143
126,57
31,74
20,33
24,99
130,7
33,54
92,131
94,98
121,133
84,107
35,107
120,82
127,146
18,125
64,83
76,136
16,88
84,73
90,77
67,102
2,14
63,99
50,11
27,130
25,131
121,44
124,127
41,59
141,143
92,23
23,119
25,28
142,123
20,114
23,31
141,136
47,11
122,34
125,101
37,97
52,77
116,27
142,119
81,100
119,4
28,87
95,131
145,43
126,112
7,100
20,102
29,6
32,60
97,8
54,20
81,147
89,96
110,49
92,32
57,104
105,146
51,143
140,7
100,53
120,79
143,5
117,24
14,139
94,83
59,63
114,50
49,26
106,99
112,114
77,15
65,44
39,148
116,99
41,76
72,96
107,114
97,61
12,90
140,77
82,130
138,115
24,48
56,47
54,113
116,142
104,49
66,128
130,5
147,101
148,24
133,53
20,60
74,103
56,26
109,82
92,34
128,60
74,45
1,30
109,139
43,93
72,104
94,54
50,129
38,102
103,53
18,52
81,42
99,12
23,139
44,89
142,72
1,137
135,36
145,84
34,22
130,131
55,54
85,8
20,68
31,146
27,78
20,9
112,128
3,132
114,8
12,19
106,83
149,148
144,11
32,27
4,87
78,83
147,110
129,145
58,14
4,5
75,134
27,133
128,150
137,99
123,7
5,13
32,64
61,58
20,36
71,74
88,122
5,68
18,62
114,59
115,122
129,9
120,52
135,145
146,34
51,150
145,15
113,24
136,74
9,79
33,63
59,62
101,120
64,25
10,81
41,60
55,38
26,10
117,146
74,85
107,80
73,119
57,48
49,132
44,129
89,16
66,29
126,143
120,19
20,25
50,124
52,122
40,144
126,72
51,56
17,58
107,149
31,138
48,6
115,4
88,89
9,50
14,46
77,35
109,44
138,74
93,146
17,119
111,132
100,80
85,115
63,32
142,39
140,102
36,118
44,79
145,110
149,40
51,60
149,37
32,55
141,131
2,34
148,79
45,59
137,134
111,33
26,111
33,117
52,27
142,91
28,13
88,49
121,139
112,125
128,94
27,23
18,67
38,61
89,57
35,139
90,45
149,143
145,7
30,111
41,8
13,127
124,73
29,89
77,127
41,49
50,70
81,124
6,84
141,11
10,3
72,29
62,79
97,95
3,133
144,126
5,65
100,114
86,57
137,34
144,76
63,35
14,29
70,42
14,76
139,86
60,124
60,26
143,142
21,135
102,97
10,46
51,15
100,19
100,25
24,125
117,27
62,123
47,7
86,49
49,35
32,139
119,105
102,132
77,126
95,34
120,72
135,105
139,32
62,43
81,138
14,50
123,74
69,94
105,118
25,114
21,115
147,113
23,24
104,81
144,54
43,134
92,46
59,145
98,108
106,98
94,100
61,72
74,76
78,46
134,37
72,41
14,87
28,70
28,80
52,120
70,45
119,3
12,13
132,18
39,62
7,143
38,54
115,52
128,107
110,89
28,110
117,93
19,40
23,91
61,129
18,55
75,58
8,2
106,133
29,51
95,37
64,69
77,97
117,123
116,60
19,101
72,146
56,40
71,38
56,113
66,69
21,40
1,57
1,9
149,103
81,26
121,101
58,130
45,30
136,32
111,145
106,26
138,80
37,51
145,112
7,34
141,138
77,139
87,129
21,7
72,71
47,40
80,92
47,132
33,71
66,16
83,19
7,75
38,31
44,39
82,54
136,129
52,121
134,58
103,59
7,109
58,82
118,122
34,27
11,74
58,35
123,120
47,52
49,18
33,78
82,138
63,102
118,81
90,92
83,17
54,17
47,4
125,59
138,14
118,116
6,33
17,93
40,38
17,90
98,80
107,102
53,107
134,144
90,138
110,130
14,118
34,46
109,96
100,79
118,48
6,13
2,51
136,64
129,15
59,4
91,87
121,36
122,121
149,94
21,142
64,123
80,9
3,73
128,89
125,85
42,76
5,64
120,35
138,137
87,120
116,135
21,119
54,65
66,114
48,100
139,117
81,146
46,76
22,68
67,129
87,112
8,144
