Left,Right
826,104
327,81
476,44
553,104
247,74
543,25
186,36
1108,42
253,49
1465,113
518,76
189,64
1634,131
683,146
1611,48
719,33
816,137
1279,96
640,136
718,79
1629,88
1586,36
1224,117
1410,141
1525,89
259,73
770,115
302,70
367,48
267,101
195,110
1310,49
985,49
660,9
1538,23
625,67
1443,71
842,149
385,112
1067,12
518,97
753,29
764,112
1086,57
1032,113
1047,142
269,80
1532,35
578,39
292,62
1535,17
966,6
1109,60
1289,144
264,52
1636,20
1495,58
983,52
1518,56
1251,55
1277,135
916,97
954,56
1521,22
1057,3
1031,52
301,72
442,23
1450,49
770,50
1407,42
1467,106
1042,30
833,115
1589,59
191,47
755,23
248,13
1233,71
776,7
338,35
1460,103
517,128
1166,94
158,112
1297,130
1080,86
960,83
1284,16
1360,105
269,54
1320,40
1357,58
500,28
1032,131
198,139
471,25
1183,81
1368,128
201,58
1189,84
473,99
745,113
1028,71
755,9
1566,107
1101,55
342,95
681,117
1492,66
1559,59
984,144
658,8
1099,121
206,37
969,41
1619,87
596,14
1402,74
616,3
542,28
155,70
1484,82
1488,19
430,76
1647,40
1634,96
1089,88
307,104
675,52
1420,119
1529,34
152,87
1437,11
808,12
835,53
1492,2
240,55
707,12
545,38
1207,98
1378,147
263,142
726,24
1100,87
1127,15
1482,72
1118,118
252,3
326,9
977,101
458,84
795,73
444,115
1293,23
1185,145
713,103
730,88
1110,89
379,143
1273,55
1118,47
327,103
1584,109
1640,61
1502,55
867,112
911,109
1202,14
541,68
1254,33
1152,98
397,72
1387,42
1395,146
265,116
392,135
1038,86
927,87
1056,82
923,72
1365,28
297,129
987,55
800,54
1247,45
771,135
186,63
1357,81
917,66
724,48
1487,104
1469,86
205,121
358,139
635,14
225,39
1084,30
1646,115
749,132
1186,130
1065,94
281,64
379,120
1029,115
1060,96
1094,25
1609,98
907,38
1644,144
166,145
1064,17
405,108
744,87
592,33
436,95
999,129
335,96
288,4
1253,123
1083,127
975,34
1516,8
1225,19
639,29
267,91
881,82
959,114
1025,68
1492,17
761,17
1127,16
619,25
914,17
1623,33
1421,48
746,96
1604,80
484,13
1115,69
288,18
1231,139
1079,136
1610,10
1222,125
382,137
1194,118
1147,17
1014,9
1511,38
621,28
522,118
456,90
1288,58
1053,110
1235,129
308,4
943,129
518,127
1444,140
454,57
1204,148
1134,80
739,144
878,148
161,114
1601,113
872,110
168,45
486,55
529,64
1628,107
1377,8
1025,115
1269,23
1328,30
1051,70
346,131
1459,129
1050,51
1102,147
402,129
968,143
352,90
1201,79
1545,9
493,104
284,92
353,113
1393,9
1518,18
1439,35
369,57
369,143
243,44
1009,136
1077,29
422,130
309,43
495,28
526,23
1038,86
731,109
223,98
837,134
1572,141
710,149
399,41
1261,109
182,38
931,122
433,137
1086,7
1469,59
985,10
1553,31
155,25
955,82
1015,90
937,76
860,62
964,111
992,49
548,147
170,1
1159,114
1111,112
516,39
207,14
936,112
1567,103
777,27
1561,145
566,69
734,144
705,31
178,18
1263,13
873,114
769,95
810,147
751,79
645,140
534,136
596,140
815,2
1430,108
607,85
1528,25
1093,49
1404,140
171,117
1400,143
378,124
1334,119
1106,114
777,147
1580,44
1359,40
624,44
1112,24
738,7
457,97
504,89
481,4
219,61
464,74
1574,62
631,137
439,35
1401,85
1263,80
583,50
1354,143
640,87
1367,109
1299,64
1114,59
1110,29
1587,80
430,87
501,1
1480,29
1075,141
1529,23
1378,20
1140,44
611,125
1246,128
552,23
1187,56
1106,111
1238,63
274,37
1329,82
1502,89
1079,140
1079,67
1387,87
332,97
1568,30
293,127
213,90
383,118
614,22
607,73
679,53
1349,68
182,22
1249,112
875,90
1294,49
838,101
483,125
1057,81
1319,91
830,100
919,92
1206,129
768,47
610,76
803,145
681,19
341,20
586,135
1630,41
1341,42
1364,129
954,119
1648,102
925,73
593,144
573,109
1066,32
516,16
1649,136
1185,27
535,61
1240,124
687,148
758,45
1454,36
568,2
1362,142
1492,131
1302,75
826,61
1513,73
1374,62
1396,1
946,116
1245,107
1589,75
380,71
965,17
1125,26
1602,28
499,40
680,24
1279,44
1574,2
1101,119
910,134
830,68
1465,59
1005,143
855,73
884,124
1076,20
778,32
972,15
1608,103
1621,76
266,40
699,30
1000,145
699,41
513,55
1617,74
185,84
546,93
922,50
1525,132
901,35
1000,102
320,70
836,140
1096,56
1200,83
1385,92
1561,9
273,140
754,20
1328,76
1218,31
911,107
709,131
613,134
1353,69
1198,13
793,105
208,106
936,43
849,38
920,128
239,85
876,14
1529,138
587,46
600,19
888,17
1092,13
1026,116
663,25
927,103
1070,7
1255,78
238,144
1366,139
1288,95
225,50
856,113
309,5
1610,3
1109,70
595,142
913,89
1271,98
910,22
351,67
197,38
1625,57
412,104
1554,127
1406,112
1163,30
652,19
836,147
1610,25
172,49
393,3
492,124
1575,95
392,100
298,52
566,52
393,92
1202,139
926,147
1444,18
306,12
752,127
691,107
370,72
173,149
466,20
847,118
841,143
808,129
315,118
740,46
698,21
412,99
867,39
898,26
380,12
1458,124
910,143
294,38
980,35
960,37
1385,141
1388,52
858,149
453,37
837,4
943,129
282,42
1382,139
636,51
735,133
787,42
1103,68
152,15
1558,32
1351,84
1020,57
1462,52
1527,23
262,149
1015,130
828,126
1181,29
1219,2
1263,49
879,4
914,133
667,47
702,124
435,11
1201,103
348,14
1495,126
1326,101
630,96
453,134
1522,109
1137,65
649,144
854,61
911,118
208,87
858,5
1027,35
850,3
1482,52
1396,64
792,43
1493,99
432,67
894,33
1442,115
211,138
544,2
1218,3
1260,10
918,95
1496,60
671,90
1492,24
1506,50
1441,109
899,29
255,104
589,111
840,69
1102,82
706,142
860,120
1134,128
1642,82
1523,7
1315,137
1414,45
1128,59
1024,98
664,120
1628,97
1499,115
358,108
959,63
707,83
398,132
390,35
206,92
831,61
649,1
1334,99
1152,82
382,71
1198,144
1039,52
1095,6
848,79
325,14
235,91
1629,36
260,129
1615,86
300,58
923,126
648,24
1548,7
165,7
388,50
1397,100
163,76
1280,36
1535,78
1613,48
771,122
233,115
557,89
1047,127
1399,121
598,65
471,61
1539,62
1371,66
442,128
893,133
924,83
679,91
1248,117
1041,13
485,23
1606,131
671,69
1621,110
461,146
1513,37
655,76
1619,59
322,42
546,11
229,82
596,81
1606,84
1008,90
511,103
164,119
857,121
722,56
1295,55
282,33
1022,55
681,36
1232,136
1141,83
1439,60
630,79
1519,106
362,10
481,140
940,48
600,117
1538,3
666,113
1085,146
504,14
1212,74
1404,38
722,108
951,93
990,33
1451,143
922,61
403,40
1556,132
443,39
1368,110
1069,5
248,20
1073,11
1131,148
1162,88
939,124
747,125
316,19
433,2
1324,143
1251,70
187,70
191,68
1428,77
240,128
694,145
1441,106
214,29
490,114
272,62
1225,48
436,5
1554,49
1640,136
1478,106
338,35
1377,118
481,73
1137,67
736,110
693,115
1365,64
772,48
1471,43
414,10
1576,100
512,117
1077,19
1489,134
1536,35
922,75
1384,53
156,17
693,2
1222,96
363,115
287,13
1617,113
262,57
1417,115
1532,5
355,49
1642,97
496,143
504,76
1151,106
582,67
595,92
312,133
1500,114
1621,62
950,117
804,69
904,34
606,85
1473,59
769,140
1615,70
636,9
1247,143
1233,52
719,14
467,113
1410,2
1011,82
660,8
1018,31
978,98
1158,21
173,56
994,86
737,55
1607,147
1459,108
1088,72
988,26
1432,45
859,134
377,75
1260,10
1225,2
684,32
1316,97
1364,107
1148,44
1355,31
1076,98
165,127
1097,89
1610,5
1379,86
1272,27
672,98
749,40
419,76
709,117
801,42
1075,70
1093,141
1319,3
153,82
217,83
942,30
1336,87
903,88
638,130
162,141
1425,130
1194,79
460,108
322,4
995,93
1488,23
1559,109
430,6
1400,123
1250,62
1559,54
576,15
380,129
210,29
1294,31
620,38
897,127
710,36
491,23
999,113
468,139
345,69
810,71
1539,117
1451,129
1110,13
1494,141
1618,28
327,69
1643,90
692,21
487,37
1577,119
423,71
400,120
928,114
793,129
317,57
488,2
1195,38
379,84
1023,124
1549,76
932,123
490,46
1242,16
860,2
711,131
519,24
443,97
1107,56
161,34
700,149
1558,103
1043,78
1250,6
1619,138
286,36
1609,16
393,25
874,135
780,24
255,60
1390,51
1334,93
1012,146
1061,77
1133,61
512,48
998,78
924,29
896,89
1147,19
154,48
1526,44
362,106
621,45
1008,126
1579,60
339,5
1360,117
931,59
1608,42
673,135
449,44
992,42
1630,29
268,62
394,116
712,80
734,143
986,109
394,93
355,73
750,140
1125,113
1618,90
668,11
257,21
1154,2
414,32
1072,115
867,86
1430,142
183,53
934,141
632,145
551,88
739,88
488,34
894,11
1315,74
501,21
761,41
543,88
1157,34
1620,61
599,47
1137,31
174,9
873,68
1380,42
571,25
576,137
1100,94
390,52
797,101
854,63
1123,59
1275,48
1134,19
1438,13
432,32
660,58
223,92
1550,50
1554,30
1146,40
215,25
181,124
1043,86
268,107
603,42
851,37
1475,124
1453,110
505,11
590,79
1316,87
269,148
760,10
656,28
1108,138
390,11
775,2
506,83
924,101
1102,14
382,14
239,148
928,40
614,36
661,146
528,28
1567,127
577,113
1191,67
324,22
1058,71
1196,44
179,38
881,137
1495,52
1134,47
310,139
1359,12
369,67
1064,14
1109,65
238,131
759,83
1544,92
1576,136
1487,107
1025,55
443,44
1313,21
1003,125
1144,91
1232,117
328,7
660,143
417,37
391,82
1187,81
1069,117
1139,21
1614,96
582,76
1521,24
258,141
472,128
1611,93
958,43
1484,148
1378,111
985,116
471,25
314,62
524,38
235,57
297,139
1588,136
618,127
1170,86
565,62
454,82
442,3
1227,136
986,117
687,41
239,112
635,20
597,107
952,74
1631,144
1194,121
186,128
1411,130
498,133
610,147
551,56
1620,142
306,127
1468,62
437,46
521,4
1193,74
612,102
548,39
1137,93
888,108
1108,70
1467,109
525,134
765,101
853,15
906,132
1188,42
224,145
358,102
489,145
1542,36
1239,86
518,25
531,28
1026,25
620,14
380,105
1166,90
1443,36
1374,22
1287,36
798,71
1559,44
1048,120
832,124
877,33
950,75
1564,114
994,11
1226,137
1292,136
730,16
798,50
587,148
1363,4
1256,143
1291,109
596,86
409,16
1485,54
601,20
1096,101
1379,112
1606,78
285,2
299,74
1236,81
532,38
769,123
152,52
1356,41
1578,135
1533,114
962,79
1032,16
544,11
1267,110
656,83
1004,85
468,31
1521,43
890,87
225,101
1105,48
542,68
638,90
718,83
644,27
859,85
1590,82
361,18
754,78
1225,44
1189,7
871,42
1009,84
1468,108
1114,147
969,72
1604,78
1489,83
427,111
1206,43
398,5
1381,97
189,74
1116,128
363,12
268,84
1428,146
702,24
436,41
933,87
1135,90
1162,133
1512,41
611,99
1142,32
394,67
679,32
1551,108
825,113
777,88
1542,108
471,132
1474,133
1214,63
1375,11
553,92
680,97
1647,60
958,73
1539,57
911,59
773,15
1153,56
179,31
1315,88
1378,71
1314,102
1445,118
919,15
539,46
204,119
1461,55
1110,10
389,28
307,92
351,38
483,19
236,1
1119,112
426,75
561,31
1077,88
1590,131
477,82
1405,88
258,107
1172,88
1183,56
516,11
341,22
1507,19
177,133
1329,69
1146,26
1161,32
652,82
1017,19
953,25
467,74
1229,141
170,24
833,5
1012,76
522,128
1634,81
633,72
1182,61
194,87
1528,147
1435,68
555,135
1368,14
1338,50
983,71
1096,12
890,147
326,30
858,125
1292,91
269,14
696,16
174,74
917,19
1343,52
1135,94
857,1
327,100
798,45
650,87
743,121
430,133
1560,84
624,45
1642,112
856,51
459,79
292,9
1351,82
461,103
1555,71
869,142
902,89
868,144
1429,133
294,113
183,55
628,16
1596,149
240,45
1138,91
1193,51
1126,104
382,90
913,87
393,122
187,10
332,53
1122,80
1639,118
942,133
1030,144
825,11
345,121
1237,97
1448,98
929,84
669,127
1544,40
1211,7
1104,39
315,8
269,100
583,71
1110,84
1441,144
761,79
1616,77
1173,94
1168,42
1529,126
837,49
221,87
762,143
1175,119
1147,4
490,3
356,11
747,16
1293,139
1266,4
1521,80
271,5
1505,62
578,119
1636,107
545,75
483,95
1537,106
657,52
647,81
404,117
167,4
922,81
460,51
849,5
831,56
1588,140
1256,62
934,118
383,78
222,89
769,37
1184,114
169,35
992,60
656,72
1116,117
1436,125
1092,82
1458,143
271,23
339,90
938,53
439,148
265,12
696,52
493,17
1561,97
468,124
1421,112
587,15
932,59
1301,105
1626,9
857,39
779,149
1384,118
695,83
1512,25
685,126
525,81
1043,140
463,80
1409,6
1014,134
780,76
405,20
1287,75
904,141
1594,28
599,115
1279,141
1462,109
1613,22
1351,9
211,55
800,68
234,91
1169,3
870,92
274,117
947,3
515,76
1612,75
1351,149
465,119
1088,12
1629,3
1302,126
220,66
230,109
375,114
898,6
786,74
317,36
645,67
614,38
1273,146
896,72
1281,106
1441,114
1116,145
1232,84
368,90
312,74
501,140
458,91
480,50
1284,101
960,99
1561,126
445,52
169,62
935,80
1068,4
1113,96
696,142
1504,24
526,87
1533,65
406,38
1152,116
1406,80
1531,53
657,97
1555,99
260,28
756,75
935,49
347,144
977,140
1100,29
1100,25
190,102
1047,104
290,12
387,40
1004,74
758,73
431,98
749,64
574,64
1393,93
625,63
1340,85
1625,45
528,141
1018,85
1063,36
727,116
1426,127
329,80
834,105
1275,37
916,57
1419,41
1448,124
1604,25
669,99
1528,127
757,80
444,143
1072,23
471,115
1648,103
845,19
1459,92
757,60
319,36
1004,21
1083,88
677,11
1070,78
1075,81
830,149
194,117
1309,56
594,141
862,137
1447,136
1089,11
397,13
1591,132
639,131
867,145
1502,98
655,121
1477,115
1039,132
1100,140
805,99
1131,23
865,73
896,58
303,7
225,1
327,145
1260,11
671,130
1494,124
868,136
380,48
222,33
1622,7
1019,51
776,130
1003,8
643,14
1197,21
1001,148
333,91
1623,36
850,75
1246,74
663,87
975,20
1563,11
990,12
1304,91
549,67
863,60
330,112
498,68
836,149
1252,46
1014,124
411,25
1281,4
805,148
540,15
318,33
602,24
293,11
969,101
1221,86
1522,99
1104,108
1489,149
1484,140
1311,63
275,15
1487,134
181,112
240,56
661,91
641,118
527,138
397,134
1174,51
951,16
756,86
1292,70
701,142
580,68
1337,113
1423,105
375,53
1223,14
921,37
478,144
396,141
1213,85
534,43
832,24
1042,124
1435,79
596,29
1469,99
1437,12
229,29
1338,20
979,97
1079,11
1175,118
1100,29
831,75
1058,42
379,42
352,130
688,76
1357,19
1450,78
759,54
987,51
1119,84
749,8
205,38
341,36
1352,117
666,16
874,109
938,37
281,74
1496,125
1139,42
1599,95
1605,103
1596,80
1353,91
1033,52
465,91
736,138
594,121
248,111
1111,45
635,97
1075,42
395,39
504,38
819,100
1584,19
1280,39
600,106
724,44
1599,49
480,111
901,40
1401,141
1147,80
497,22
1035,74
1209,149
728,8
455,123
1460,14
479,33
1385,83
861,110
1343,56
254,140
1253,128
802,140
1448,87
1118,140
658,41
1608,52
913,138
1166,108
960,74
615,110
714,112
471,89
542,3
450,134
264,138
285,118
1123,74
996,149
1115,65
1326,112
388,2
986,104
555,114
1428,39
354,136
315,76
1641,106
1442,135
668,8
817,136
172,78
1173,108
296,125
169,27
1634,133
1437,115
650,113
1035,137
1078,109
399,1
622,28
1317,125
1510,127
1092,109
714,138
1004,10
1212,83
530,138
1101,93
825,108
922,23
477,148
225,27
808,83
1460,70
941,143
1591,80
368,101
310,128
1494,36
403,3
409,98
1143,139
703,50
972,9
1641,148
1623,8
1236,21
881,81
356,39
1616,101
1042,51
682,42
1364,141
1156,107
984,62
1232,142
694,97
312,59
719,88
1216,49
1374,8
1287,56
963,11
1287,139
1199,32
901,119
932,67
381,135
252,86
169,118
1002,67
1567,127
784,134
1377,62
305,87
1307,23
1429,76
1498,48
1530,73
1435,53
338,113
224,3
1067,35
625,144
614,102
1103,106
310,137
795,130
971,110
620,98
1627,48
1075,49
1007,35
1270,52
1508,42
184,51
211,136
1567,102
856,112
1498,25
546,85
889,76
583,107
1322,49
1173,67
198,15
965,20
386,64
682,82
1409,17
467,86
1108,12
748,20
970,53
530,75
500,144
1181,114
1007,124
386,69
1485,23
586,80
953,130
1199,105
1395,147
200,127
808,104
483,53
350,120
1164,128
1254,122
702,11
1334,22
874,30
619,45
1319,70
1145,78
1386,73
262,26
712,70
547,6
525,73
1350,70
206,145
1369,24
1277,30
154,47
791,123
933,138
1599,144
247,38
1484,67
1275,65
253,87
997,106
517,65
656,29
255,143
1282,85
1163,7
1255,128
1558,147
680,18
371,140
596,107
1508,124
1558,129
289,95
197,84
673,145
1451,126
1528,27
709,81
252,126
1100,110
754,130
1352,123
1344,131
1407,148
1176,59
379,18
817,128
1066,63
538,20
581,143
621,90
1610,145
942,148
355,89
1500,62
760,149
728,57
1459,83
1634,76
1527,23
248,107
182,131
547,7
460,119
616,82
763,10
1314,97
202,13
259,127
820,139
1474,111
921,59
1638,72
1206,115
412,34
151,65
1296,42
1552,18
1189,53
353,130
246,47
1161,80
1574,122
1413,96
180,53
580,48
1160,23
1632,109
994,96
1350,104
609,50
493,22
205,77
968,34
301,31
1519,116
1542,86
1538,119
1227,133
1045,17
1166,93
357,61
1127,141
614,91
1126,74
1258,115
590,34
898,37
1357,73
1357,63
1482,118
260,12
982,119
310,28
1613,2
885,75
1595,67
1608,129
444,26
1067,141
595,107
1180,93
770,88
456,103
1560,24
833,4
1020,29
1591,47
1028,125
821,124
1583,3
1482,67
1289,72
964,58
1534,77
568,79
437,100
380,9
1227,82
174,105
1531,49
1636,101
1640,117
704,66
898,119
430,48
1111,63
496,133
1006,47
1256,140
215,105
1074,39
1517,53
973,142
1579,112
669,143
1332,61
1358,48
511,144
843,90
1184,77
321,57
1336,93
1173,40
299,111
752,70
487,58
1352,67
361,1
1590,44
1529,35
839,78
1188,36
977,134
298,72
235,105
752,94
401,121
911,27
853,92
646,91
186,95
507,18
1437,140
168,109
255,144
1525,79
313,140
939,68
1226,10
528,95
511,49
174,120
1012,64
1027,124
1012,32
924,125
1512,45
871,146
1235,31
1509,77
1296,35
1630,77
534,144
546,76
847,132
1132,44
259,4
1365,119
255,101
271,38
357,34
409,103
270,96
1591,11
207,92
217,13
314,119
526,86
1080,14
1192,1
1434,135
188,72
989,92
636,70
635,121
902,71
1392,38
465,118
1189,5
946,10
970,73
366,53
1414,5
707,18
469,113
687,53
528,10
1377,22
1015,4
469,12
868,25
1168,95
227,88
408,43
336,65
714,98
287,147
839,134
712,72
866,88
1409,101
613,122
1299,124
1296,137
601,111
1310,33
1570,39
1601,124
1417,22
1441,20
1326,145
663,90
665,47
1085,117
897,82
1237,76
279,104
639,47
687,56
997,92
669,88
1400,143
824,102
1229,73
1210,53
1509,92
797,142
920,69
1005,111
666,15
663,8
790,102
1031,116
1139,34
700,141
550,96
1053,111
673,65
480,70
218,86
1557,113
1188,19
1201,35
1225,35
429,32
1420,47
1242,66
915,44
1639,71
1515,93
781,82
1237,33
982,130
1461,18
774,138
584,40
1444,58
1315,57
339,123
243,99
1446,82
1062,19
673,146
1624,111
761,149
927,25
807,31
550,31
334,31
1359,70
419,141
1003,13
894,99
1536,53
379,15
1363,36
807,135
872,146
646,128
981,82
690,110
1634,47
1589,48
1430,120
1604,9
205,136
1120,133
326,83
871,31
334,116
670,2
1158,74
399,109
1409,84
1065,146
447,3
958,127
210,63
322,144
948,31
911,77
1103,149
840,90
1614,97
1164,57
591,34
460,137
1384,114
213,141
1015,73
543,103
566,28
899,55
825,14
909,38
1439,111
520,117
718,140
1082,145
753,140
1453,9
1367,129
937,60
1596,91
252,82
792,143
1179,136
787,122
643,94
1441,126
476,134
361,28
1197,79
1131,76
1033,117
1555,12
1019,37
211,28
1125,70
187,19
1222,106
1314,60
1428,124
966,10
901,37
448,40
1410,58
1343,4
292,130
570,1
450,67
1302,4
902,127
741,38
699,39
1061,91
501,112
1087,104
858,80
1196,106
781,34
473,77
860,127
313,134
830,116
893,121
937,137
1458,133
1122,104
1372,48
1520,75
469,145
1170,52
457,149
754,127
729,69
1330,125
679,85
489,110
619,85
1499,71
1333,26
466,101
1008,82
1295,52
817,12
295,91
1573,5
380,46
1368,149
990,43
1454,128
968,103
437,56
1233,93
743,19
1421,79
1194,104
1200,36
318,62
703,27
161,7
942,1
1350,55
212,23
550,87
739,123
1627,17
482,55
548,81
1348,127
699,91
306,119
491,122
408,133
994,46
571,104
241,117
1517,85
777,140
1350,53
641,115
815,69
621,54
631,84
1615,102
615,23
413,94
1352,38
571,41
1432,49
1131,35
552,133
1391,77
976,89
1055,60
1344,131
509,111
1180,20
772,59
893,53
601,46
403,149
974,78
624,117
638,68
326,36
1345,145
414,42
1372,76
1372,22
634,23
1559,25
1087,137
510,107
463,37
677,112
832,19
945,137
294,95
1395,138
376,9
525,149
1411,34
1350,86
1582,47
758,124
298,38
495,12
208,11
221,83
878,114
1490,76
1556,133
522,101
1459,23
1393,138
513,37
1402,6
1326,140
635,63
259,49
442,22
275,20
196,60
937,55
1591,18
937,66
1106,126
596,104
904,144
787,7
579,136
1263,87
874,119
348,19
384,58
194,146
349,95
698,105
415,101
576,82
921,6
241,30
1304,149
1082,47
934,102
180,5
1352,36
945,25
1540,29
1316,25
541,103
1576,103
581,126
965,66
1356,21
610,27
645,132
747,42
703,43
432,7
676,16
598,38
1210,94
1572,64
219,84
539,13
1502,25
199,11
1105,122
319,21
1069,146
818,21
1558,33
1429,86
1327,11
170,20
1037,78
1467,38
693,99
614,23
582,139
523,37
1567,135
739,40
1081,55
672,128
700,81
661,32
500,77
528,59
1317,2
1125,89
1054,89
587,26
1477,46
411,42
1435,25
202,99
1124,45
997,132
945,96
1061,83
612,111
360,58
207,79
974,116
626,137
501,147
886,25
871,148
428,54
288,138
1028,108
180,108
1612,84
1278,5
1627,51
1590,141
789,58
1043,56
531,82
434,104
709,36
1576,84
164,59
1533,38
836,71
728,13
834,50
1128,143
979,10
446,66
542,111
1275,127
407,62
1551,35
1113,59
1551,83
384,143
745,62
427,131
1030,89
1239,28
247,134
861,43
1088,47
1559,105
1428,29
1023,73
1427,146
964,78
1640,45
1015,132
1407,39
1231,112
178,71
1492,70
701,45
1495,87
1570,75
1273,129
1400,101
635,118
621,126
156,7
1417,67
311,72
280,1
985,34
890,108
992,101
1560,69
446,38
566,104
1637,27
759,125
1179,79
252,39
1002,101
1086,135
1070,149
790,56
695,46
224,148
530,26
1573,35
913,69
1363,56
161,31
581,34
1080,105
436,120
945,130
1056,3
280,140
1035,84
1136,25
977,23
1071,25
1106,33
1241,56
1390,93
1545,10
1198,17
886,73
376,87
391,39
972,55
1567,64
1570,146
1544,106
1486,118
491,31
1082,7
1611,147
1055,109
1112,103
1023,56
1099,142
280,111
1022,98
1170,28
776,86
1372,144
1593,22
1029,111
852,117
1346,34
1088,119
162,64
154,27
796,94
1621,141
